micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,samples_precision,samples_recall,samples_f1
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7708333333333334,0.78125,0.7279220779220779,0.8115942028985508,0.7391304347826086,0.7153020892151326,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.782608695652174,0.782608695652174,0.782608695652174,0.8062499999999999,0.8035714285714286,0.790945165945166,0.8152173913043478,0.782608695652174,0.7842712842712842,0.782608695652174,0.782608695652174,0.782608695652174
0.5652173913043478,0.5652173913043478,0.5652173913043478,0.5732142857142857,0.6125,0.5769230769230769,0.5506211180124224,0.5652173913043478,0.5418060200668896,0.5652173913043478,0.5652173913043478,0.5652173913043478
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.5962301587301587,0.5875,0.5806372549019607,0.6625258799171843,0.6086956521739131,0.6199488491048593,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.782608695652174,0.782608695652174,0.782608695652174,0.5847222222222221,0.71875,0.6440242763772175,0.6504830917874396,0.782608695652174,0.7096983721024641,0.782608695652174,0.782608695652174,0.782608695652174
0.782608695652174,0.782608695652174,0.782608695652174,0.8660714285714286,0.7321428571428572,0.7392857142857142,0.8400621118012424,0.782608695652174,0.7571428571428571,0.782608695652174,0.782608695652174,0.782608695652174
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7708333333333333,0.7892857142857144,0.7502705627705627,0.7934782608695652,0.7391304347826086,0.7300489365706757,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.6130952380952381,0.5979166666666667,0.5997335997335997,0.6221532091097309,0.6086956521739131,0.6103751321142624,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.6988636363636364,0.6666666666666666,0.6473039215686274,0.7509881422924901,0.6956521739130435,0.6855924978687126,0.6956521739130435,0.6956521739130435,0.6956521739130435
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.5666666666666667,0.5684523809523809,0.5562324929971989,0.5884057971014492,0.6086956521739131,0.5862623310193643,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.5909090909090909,0.5909090909090909,0.5909090909090909,0.6261904761904762,0.6666666666666666,0.5857864357864357,0.7402597402597402,0.5909090909090909,0.5889413616686345,0.5909090909090909,0.5909090909090909,0.5909090909090909
0.5454545454545454,0.5454545454545454,0.5454545454545454,0.55,0.5229166666666667,0.5297979797979798,0.5409090909090909,0.5454545454545454,0.5375573921028467,0.5454545454545454,0.5454545454545454,0.5454545454545454
0.6818181818181818,0.6818181818181818,0.6818181818181818,0.761904761904762,0.6494047619047619,0.6384615384615384,0.7554112554112554,0.6818181818181818,0.667132867132867,0.6818181818181818,0.6818181818181818,0.6818181818181818
0.5,0.5,0.5,0.4895833333333333,0.48690476190476195,0.4861111111111111,0.4943181818181818,0.5,0.494949494949495,0.5,0.5,0.5
0.6818181818181818,0.6818181818181818,0.6818181818181818,0.7,0.7083333333333334,0.6811188811188812,0.7454545454545454,0.6818181818181818,0.6898919262555626,0.6818181818181818,0.6818181818181818,0.6818181818181818
0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7020833333333333,0.8333333333333334,0.7416666666666667,0.7681818181818181,0.7272727272727273,0.7212121212121212,0.7272727272727273,0.7272727272727273,0.7272727272727273
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6944444444444444,0.7023809523809523,0.6423076923076922,0.75,0.6363636363636364,0.6417249417249417,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5785714285714285,0.6383928571428571,0.5945512820512819,0.5915584415584415,0.5909090909090909,0.5824592074592073,0.5909090909090909,0.5909090909090909,0.5909090909090909
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6888888888888889,0.7041666666666666,0.6511904761904762,0.7262626262626263,0.6363636363636364,0.6287878787878788,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6569444444444444,0.7321428571428572,0.6581439393939393,0.6952020202020202,0.6818181818181818,0.6613292011019284,0.6818181818181818,0.6818181818181818,0.6818181818181818
