micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,samples_precision,samples_recall,samples_f1
0.6956521739130435,0.6956521739130435,0.6956521739130435,0.7,0.73125,0.6892857142857143,0.717391304347826,0.6956521739130435,0.675776397515528,0.6956521739130435,0.6956521739130435,0.6956521739130435
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7763888888888889,0.7410714285714286,0.7443181818181819,0.7884057971014492,0.7391304347826086,0.7476943346508563,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.5952380952380952,0.6625000000000001,0.6098484848484848,0.582815734989648,0.6086956521739131,0.5737812911725955,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.5892857142857143,0.5875,0.569327731092437,0.65527950310559,0.6086956521739131,0.6124954329557911,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.8260869565217391,0.8260869565217391,0.8260869565217391,0.8541666666666666,0.78125,0.7554621848739497,0.8514492753623187,0.8260869565217391,0.7951772013153087,0.8260869565217391,0.8260869565217391,0.8260869565217391
0.782608695652174,0.782608695652174,0.782608695652174,0.8660714285714286,0.7321428571428572,0.7392857142857142,0.8400621118012424,0.782608695652174,0.7571428571428571,0.782608695652174,0.782608695652174,0.782608695652174
0.7391304347826086,0.7391304347826086,0.7391304347826085,0.7708333333333333,0.7892857142857144,0.7502705627705627,0.7934782608695652,0.7391304347826086,0.7300489365706757,0.7391304347826086,0.7391304347826086,0.7391304347826086
0.6521739130434783,0.6521739130434783,0.6521739130434783,0.6458333333333333,0.6291666666666667,0.6333874458874459,0.6594202898550724,0.6521739130434783,0.652738565782044,0.6521739130434783,0.6521739130434783,0.6521739130434783
0.782608695652174,0.782608695652174,0.782608695652174,0.775,0.7222222222222222,0.7204131652661063,0.8086956521739131,0.782608695652174,0.7709779563999513,0.782608695652174,0.782608695652174,0.782608695652174
0.6086956521739131,0.6086956521739131,0.6086956521739131,0.5785714285714286,0.5684523809523809,0.5521116138763197,0.586335403726708,0.6086956521739131,0.5778214964915732,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.5454545454545454,0.5454545454545454,0.5454545454545454,0.613095238095238,0.6166666666666666,0.5345238095238095,0.7359307359307359,0.5454545454545454,0.5491341991341993,0.5454545454545454,0.5454545454545454,0.5454545454545454
0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5598214285714286,0.5729166666666666,0.5554924242424242,0.5668831168831169,0.5909090909090909,0.5703856749311295,0.5909090909090909,0.5909090909090909,0.5909090909090909
0.6818181818181818,0.6818181818181818,0.6818181818181818,0.761904761904762,0.6494047619047619,0.6384615384615384,0.7554112554112554,0.6818181818181818,0.667132867132867,0.6818181818181818,0.6818181818181818,0.6818181818181818
0.5454545454545454,0.5454545454545454,0.5454545454545454,0.55625,0.549404761904762,0.5416666666666666,0.5503787878787878,0.5454545454545454,0.5378787878787878,0.5454545454545454,0.5454545454545454,0.5454545454545454
0.6818181818181818,0.6818181818181818,0.6818181818181818,0.7,0.7083333333333334,0.6811188811188812,0.7454545454545454,0.6818181818181818,0.6898919262555626,0.6818181818181818,0.6818181818181818,0.6818181818181818
0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7020833333333333,0.8333333333333334,0.7416666666666667,0.7681818181818181,0.7272727272727273,0.7212121212121212,0.7272727272727273,0.7272727272727273,0.7272727272727273
0.5909090909090909,0.5909090909090909,0.5909090909090909,0.6236111111111111,0.6666666666666665,0.603030303030303,0.6598484848484848,0.5909090909090909,0.5917355371900826,0.5909090909090909,0.5909090909090909,0.5909090909090909
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6333333333333333,0.7008928571428571,0.6481227106227105,0.6530303030303031,0.6363636363636364,0.630078255078255,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6888888888888889,0.7041666666666666,0.6511904761904762,0.7262626262626263,0.6363636363636364,0.6287878787878788,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.6818181818181818,0.6818181818181818,0.6818181818181818,0.6569444444444444,0.7321428571428572,0.6581439393939393,0.6952020202020202,0.6818181818181818,0.6613292011019284,0.6818181818181818,0.6818181818181818,0.6818181818181818
