date,negative,neutral,positive,compound,daily_count,original_date,original_open,original_high,original_low,original_close,original_adj close,original_volume,lagged_price_date,lagged_open,lagged_high,lagged_low,lagged_close,lagged_adj close,lagged_btc_volume,price_change,price_direction
2018-05-07,0.0161774397972116,0.9413510773130545,0.0424359949302915,0.0783908745247148,789,2018-05-07,9645.669921875,9665.849609375,9231.5302734375,9373.009765625,9373.009765625,7394019840,2018-05-14,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,8716.7900390625,7364149760,656.2197265625,negative
2018-05-08,0.0168740157480314,0.938523622047244,0.0445669291338582,0.0791060367454068,762,2018-05-08,9380.8701171875,9462.75,9127.76953125,9234.8203125,9234.8203125,7415869952,2018-05-15,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,8510.3798828125,6705710080,724.4404296875,negative
2018-05-09,0.0147088274044795,0.9436469038208168,0.0416126482213438,0.0872749670619235,759,2018-05-09,9223.73046875,9374.759765625,9031.6201171875,9325.1796875,9325.1796875,7226890240,2018-05-16,8504.41015625,8508.4296875,8175.490234375,8368.830078125,8368.830078125,6760220160,956.349609375,negative
2018-05-10,0.0127848664688427,0.9448649851632048,0.0423100890207715,0.0846255192878338,674,2018-05-10,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,9043.9404296875,6906699776,2018-05-17,8370.0498046875,8445.5400390625,8054.1201171875,8094.31982421875,8094.31982421875,5862530048,949.62060546875,negative
2018-05-11,0.0142016925246826,0.9449605077574048,0.0408011283497884,0.0815179125528914,709,2018-05-11,9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375,8441.490234375,8488520192,2018-05-18,8091.830078125,8274.1201171875,7974.81982421875,8250.9697265625,8250.9697265625,5764190208,190.5205078125,negative
2018-05-12,0.0147114285714285,0.9366971428571428,0.04856,0.1080288571428571,700,2018-05-12,8441.4404296875,8664.8603515625,8223.5,8504.8896484375,8504.8896484375,6821380096,2018-05-19,8255.73046875,8372.0595703125,8183.35009765625,8247.1796875,8247.1796875,4712399872,257.7099609375,negative
2018-05-13,0.0123938223938223,0.9522445302445304,0.0353243243243243,0.0609065637065637,777,2018-05-13,8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875,8723.9404296875,5866379776,2018-05-20,8246.990234375,8562.41015625,8205.240234375,8513.25,8513.25,5191059968,210.6904296875,negative
2018-05-14,0.0131332436069986,0.9459192462987888,0.0409192462987886,0.074250605652759,743,2018-05-14,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,8716.7900390625,7364149760,2018-05-21,8522.330078125,8557.51953125,8365.1201171875,8418.990234375,8418.990234375,5154990080,297.7998046875,negative
2018-05-15,0.0156730038022813,0.9424575411913816,0.0418390367553865,0.0712817490494296,789,2018-05-15,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,8510.3798828125,6705710080,2018-05-22,8419.8701171875,8423.25,8004.580078125,8041.77978515625,8041.77978515625,5137010176,468.60009765625,negative
2018-05-16,0.0190261538461538,0.9283430769230768,0.0525953846153846,0.1067310769230769,650,2018-05-16,8504.41015625,8508.4296875,8175.490234375,8368.830078125,8368.830078125,6760220160,2018-05-23,8037.080078125,8054.66015625,7507.8798828125,7557.81982421875,7557.81982421875,6491120128,811.01025390625,negative
2018-05-17,0.015565687789799,0.9365115919629056,0.0478809891808346,0.0860697063369397,647,2018-05-17,8370.0498046875,8445.5400390625,8054.1201171875,8094.31982421875,8094.31982421875,5862530048,2018-05-24,7561.1201171875,7738.60009765625,7331.14013671875,7587.33984375,7587.33984375,6049220096,506.97998046875,negative
2018-05-18,0.015420664206642,0.9412324723247232,0.0433136531365313,0.1014662976629766,813,2018-05-18,8091.830078125,8274.1201171875,7974.81982421875,8250.9697265625,8250.9697265625,5764190208,2018-05-25,7592.2998046875,7659.14013671875,7392.64990234375,7480.14013671875,7480.14013671875,4867829760,770.82958984375,negative
2018-05-19,0.0135757961783439,0.9499630573248408,0.0364331210191082,0.0666129936305732,785,2018-05-19,8255.73046875,8372.0595703125,8183.35009765625,8247.1796875,8247.1796875,4712399872,2018-05-26,7486.47998046875,7595.16015625,7349.1201171875,7355.8798828125,7355.8798828125,4051539968,891.2998046875,negative
2018-05-20,0.013797829036635,0.944875169606513,0.0412917232021709,0.0788966078697422,737,2018-05-20,8246.990234375,8562.41015625,8205.240234375,8513.25,8513.25,5191059968,2018-05-27,7362.080078125,7381.740234375,7270.9599609375,7368.22021484375,7368.22021484375,4056519936,1145.02978515625,negative
2018-05-21,0.0145112692763938,0.940194543297746,0.0452633451957295,0.1001169632265717,843,2018-05-21,8522.330078125,8557.51953125,8365.1201171875,8418.990234375,8418.990234375,5154990080,2018-05-28,7371.31005859375,7419.0498046875,7100.89013671875,7135.990234375,7135.990234375,5040600064,1283.0,negative
2018-05-22,0.0131813063063063,0.932670045045045,0.0541193693693693,0.1438511261261261,888,2018-05-22,8419.8701171875,8423.25,8004.580078125,8041.77978515625,8041.77978515625,5137010176,2018-05-29,7129.4599609375,7526.419921875,7090.68017578125,7472.58984375,7472.58984375,5662660096,569.18994140625,negative
2018-05-23,0.0146753554502369,0.9449656398104266,0.0403329383886255,0.0840473933649289,844,2018-05-23,8037.080078125,8054.66015625,7507.8798828125,7557.81982421875,7557.81982421875,6491120128,2018-05-30,7469.72998046875,7573.77001953125,7313.60009765625,7406.52001953125,7406.52001953125,4922540032,151.2998046875,negative
2018-05-24,0.0147921259842519,0.9500488188976376,0.035163779527559,0.0522661417322834,635,2018-05-24,7561.1201171875,7738.60009765625,7331.14013671875,7587.33984375,7587.33984375,6049220096,2018-05-31,7406.14990234375,7608.89990234375,7361.1298828125,7494.169921875,7494.169921875,5127130112,93.169921875,negative
2018-05-25,0.0127816091954022,0.9479348659003832,0.0392777777777777,0.0766515325670498,522,2018-05-25,7592.2998046875,7659.14013671875,7392.64990234375,7480.14013671875,7480.14013671875,4867829760,2018-06-01,7500.7001953125,7604.72998046875,7407.33984375,7541.4501953125,7541.4501953125,4921460224,61.31005859375,positive
2018-05-26,0.0147929759704251,0.9520443622920518,0.0331571164510166,0.0366765249537892,541,2018-05-26,7486.47998046875,7595.16015625,7349.1201171875,7355.8798828125,7355.8798828125,4051539968,2018-06-02,7536.72021484375,7695.830078125,7497.259765625,7643.4501953125,7643.4501953125,4939299840,287.5703125,positive
2018-05-27,0.0093099099099099,0.9614378378378378,0.0292558558558558,0.0494702702702702,555,2018-05-27,7362.080078125,7381.740234375,7270.9599609375,7368.22021484375,7368.22021484375,4056519936,2018-06-03,7632.08984375,7754.89013671875,7613.0400390625,7720.25,7720.25,4851760128,352.02978515625,positive
2018-05-28,0.0119813664596273,0.9553804347826088,0.0326366459627329,0.0523467391304347,644,2018-05-28,7371.31005859375,7419.0498046875,7100.89013671875,7135.990234375,7135.990234375,5040600064,2018-06-04,7722.52978515625,7753.81982421875,7474.0400390625,7514.47021484375,7514.47021484375,4993169920,378.47998046875,positive
2018-05-29,0.0107181008902077,0.9564094955489616,0.0328709198813056,0.0602876854599406,674,2018-05-29,7129.4599609375,7526.419921875,7090.68017578125,7472.58984375,7472.58984375,5662660096,2018-06-05,7500.89990234375,7643.22998046875,7397.0,7633.759765625,7633.759765625,4961739776,161.169921875,positive
2018-05-30,0.0146714513556618,0.9515023923444976,0.033822966507177,0.0551379585326953,627,2018-05-30,7469.72998046875,7573.77001953125,7313.60009765625,7406.52001953125,7406.52001953125,4922540032,2018-06-06,7625.97021484375,7680.43017578125,7502.009765625,7653.97998046875,7653.97998046875,4692259840,247.4599609375,positive
2018-05-31,0.0118987341772151,0.9602841068917016,0.0278213783403656,0.0498592123769338,711,2018-05-31,7406.14990234375,7608.89990234375,7361.1298828125,7494.169921875,7494.169921875,5127130112,2018-06-07,7650.81982421875,7741.27001953125,7650.81982421875,7678.240234375,7678.240234375,4485799936,184.0703125,positive
2018-06-01,0.0112492260061919,0.9589551083591332,0.029797213622291,0.0472588235294117,646,2018-06-01,7500.7001953125,7604.72998046875,7407.33984375,7541.4501953125,7541.4501953125,4921460224,2018-06-08,7685.14013671875,7698.18994140625,7558.39990234375,7624.919921875,7624.919921875,4227579904,83.4697265625,positive
2018-06-02,0.0241599255121042,0.8950942271880818,0.0807438733705772,0.1550802681564246,26850,2018-06-02,7536.72021484375,7695.830078125,7497.259765625,7643.4501953125,7643.4501953125,4939299840,2018-06-09,7632.52001953125,7683.580078125,7531.97998046875,7531.97998046875,7531.97998046875,3845220096,111.47021484375,negative
2018-06-03,0.0256366817620419,0.8950537258130918,0.0792790683996941,0.1486778597894489,34006,2018-06-03,7632.08984375,7754.89013671875,7613.0400390625,7720.25,7720.25,4851760128,2018-06-10,7499.5498046875,7499.5498046875,6709.06982421875,6786.02001953125,6786.02001953125,5804839936,934.22998046875,negative
2018-06-04,0.0304219793564055,0.8917026213669121,0.0778733401969325,0.1388536469470183,37881,2018-06-04,7722.52978515625,7753.81982421875,7474.0400390625,7514.47021484375,7514.47021484375,4993169920,2018-06-11,6799.2900390625,6910.18017578125,6706.6298828125,6906.919921875,6906.919921875,4745269760,607.55029296875,negative
2018-06-05,0.0302661082986562,0.8928226563121205,0.07691110286517,0.1305874261178403,37729,2018-06-05,7500.89990234375,7643.22998046875,7397.0,7633.759765625,7633.759765625,4961739776,2018-06-12,6905.81982421875,6907.9599609375,6542.080078125,6582.35986328125,6582.35986328125,4654380032,1051.39990234375,negative
2018-06-06,0.0097159763313609,0.9569334319526628,0.0333505917159763,0.0588770710059171,676,2018-06-06,7625.97021484375,7680.43017578125,7502.009765625,7653.97998046875,7653.97998046875,4692259840,2018-06-13,6596.8798828125,6631.66015625,6285.6298828125,6349.89990234375,6349.89990234375,5052349952,1304.080078125,negative
2018-06-07,0.0083571428571428,0.9627667638483964,0.0288760932944606,0.0517437317784256,686,2018-06-07,7650.81982421875,7741.27001953125,7650.81982421875,7678.240234375,7678.240234375,4485799936,2018-06-14,6342.75,6707.14013671875,6334.4599609375,6675.35009765625,6675.35009765625,5138710016,1002.89013671875,negative
2018-06-08,0.0110589198036006,0.9588445171849428,0.0300965630114566,0.0502387888707037,611,2018-06-08,7685.14013671875,7698.18994140625,7558.39990234375,7624.919921875,7624.919921875,4227579904,2018-06-15,6674.080078125,6681.080078125,6433.8701171875,6456.580078125,6456.580078125,3955389952,1168.33984375,negative
2018-06-09,0.01215,0.9605171875,0.0273390625,0.043348125,640,2018-06-09,7632.52001953125,7683.580078125,7531.97998046875,7531.97998046875,7531.97998046875,3845220096,2018-06-16,6455.4501953125,6592.490234375,6402.2900390625,6550.16015625,6550.16015625,3194170112,981.81982421875,negative
2018-06-10,0.0175522620904836,0.9537145085803432,0.0287301092043681,0.0261728549141965,641,2018-06-10,7499.5498046875,7499.5498046875,6709.06982421875,6786.02001953125,6786.02001953125,5804839936,2018-06-17,6545.52978515625,6589.10986328125,6499.27001953125,6499.27001953125,6499.27001953125,3104019968,286.75,negative
2018-06-11,0.0129451827242524,0.9617009966777408,0.0253521594684385,0.0371214285714285,602,2018-06-11,6799.2900390625,6910.18017578125,6706.6298828125,6906.919921875,6906.919921875,4745269760,2018-06-18,6510.06982421875,6781.14013671875,6446.68017578125,6734.81982421875,6734.81982421875,4039200000,172.10009765625,negative
2018-06-12,0.0108219971056439,0.9632416787264834,0.0259334298118668,0.0412911722141823,691,2018-06-12,6905.81982421875,6907.9599609375,6542.080078125,6582.35986328125,6582.35986328125,4654380032,2018-06-19,6742.39013671875,6822.5,6709.919921875,6769.93994140625,6769.93994140625,4057029888,187.580078125,positive
2018-06-13,0.0103940809968847,0.9634735202492212,0.0261308411214953,0.0450654205607476,642,2018-06-13,6596.8798828125,6631.66015625,6285.6298828125,6349.89990234375,6349.89990234375,5052349952,2018-06-20,6770.759765625,6821.56005859375,6611.8798828125,6776.5498046875,6776.5498046875,3888640000,426.64990234375,positive
2018-06-14,0.0097489768076398,0.9659809004092768,0.0242673942701227,0.0433092769440654,733,2018-06-14,6342.75,6707.14013671875,6334.4599609375,6675.35009765625,6675.35009765625,5138710016,2018-06-21,6780.08984375,6810.93994140625,6715.169921875,6729.740234375,6729.740234375,3529129984,54.39013671875,positive
2018-06-15,0.011576923076923,0.9669180602006688,0.0215083612040133,0.0265991638795986,598,2018-06-15,6674.080078125,6681.080078125,6433.8701171875,6456.580078125,6456.580078125,3955389952,2018-06-22,6737.8798828125,6747.080078125,6006.60009765625,6083.68994140625,6083.68994140625,5079810048,372.89013671875,negative
2018-06-16,0.0121760797342192,0.9676328903654484,0.0201893687707641,0.020544684385382,602,2018-06-16,6455.4501953125,6592.490234375,6402.2900390625,6550.16015625,6550.16015625,3194170112,2018-06-23,6090.10009765625,6224.81982421875,6071.81005859375,6162.47998046875,6162.47998046875,3431360000,387.68017578125,negative
2018-06-17,0.0098695652173913,0.9672351046698872,0.0229001610305958,0.0357723027375201,621,2018-06-17,6545.52978515625,6589.10986328125,6499.27001953125,6499.27001953125,6499.27001953125,3104019968,2018-06-24,6164.27978515625,6223.77978515625,5826.41015625,6173.22998046875,6173.22998046875,4566909952,326.0400390625,negative
2018-06-18,0.0105306122448979,0.9662625850340136,0.0232108843537414,0.0360070748299319,735,2018-06-18,6510.06982421875,6781.14013671875,6446.68017578125,6734.81982421875,6734.81982421875,4039200000,2018-06-25,6171.97021484375,6327.3701171875,6119.68017578125,6249.18017578125,6249.18017578125,5500810240,485.6396484375,negative
2018-06-19,0.008907840440165,0.9684993122420908,0.0225928473177441,0.0369114167812929,727,2018-06-19,6742.39013671875,6822.5,6709.919921875,6769.93994140625,6769.93994140625,4057029888,2018-06-26,6253.5498046875,6290.16015625,6093.669921875,6093.669921875,6093.669921875,3279759872,676.27001953125,negative
2018-06-20,0.0106415929203539,0.9646238938053096,0.0247345132743362,0.0392687315634218,678,2018-06-20,6770.759765625,6821.56005859375,6611.8798828125,6776.5498046875,6776.5498046875,3888640000,2018-06-27,6084.39990234375,6180.0,6052.85009765625,6157.1298828125,6157.1298828125,3296219904,619.419921875,negative
2018-06-21,0.0081962864721485,0.9669946949602124,0.0248010610079575,0.0499240053050397,754,2018-06-21,6780.08984375,6810.93994140625,6715.169921875,6729.740234375,6729.740234375,3529129984,2018-06-28,6153.16015625,6170.41015625,5873.0498046875,5903.43994140625,5903.43994140625,3467800064,826.30029296875,negative
2018-06-22,0.0129906542056074,0.959404539385848,0.0276008010680907,0.0409627503337783,749,2018-06-22,6737.8798828125,6747.080078125,6006.60009765625,6083.68994140625,6083.68994140625,5079810048,2018-06-29,5898.1298828125,6261.66015625,5835.75,6218.2998046875,6218.2998046875,3966230016,134.60986328125,positive
2018-06-23,0.0111940532081377,0.9648857589984352,0.0239201877934272,0.039246165884194,639,2018-06-23,6090.10009765625,6224.81982421875,6071.81005859375,6162.47998046875,6162.47998046875,3431360000,2018-06-30,6214.22021484375,6465.509765625,6214.22021484375,6404.0,6404.0,4543860224,241.52001953125,positive
2018-06-24,0.0100449927431059,0.968145137880987,0.0218098693759071,0.0309641509433962,689,2018-06-24,6164.27978515625,6223.77978515625,5826.41015625,6173.22998046875,6173.22998046875,4566909952,2018-07-01,6411.68017578125,6432.85009765625,6289.2900390625,6385.81982421875,6385.81982421875,4788259840,212.58984375,positive
2018-06-25,0.008035519125683,0.9695792349726776,0.0223866120218579,0.0396588797814207,732,2018-06-25,6171.97021484375,6327.3701171875,6119.68017578125,6249.18017578125,6249.18017578125,5500810240,2018-07-02,6380.3798828125,6683.85986328125,6305.7001953125,6614.18017578125,6614.18017578125,4396930048,365.0,positive
2018-06-26,0.0088927576601671,0.9657715877437324,0.0253328690807799,0.039567409470752,718,2018-06-26,6253.5498046875,6290.16015625,6093.669921875,6093.669921875,6093.669921875,3279759872,2018-07-03,6596.66015625,6671.3701171875,6447.75,6529.58984375,6529.58984375,4672309760,435.919921875,positive
2018-06-27,0.0068483146067415,0.9721727528089888,0.0209803370786516,0.0411183988764044,712,2018-06-27,6084.39990234375,6180.0,6052.85009765625,6157.1298828125,6157.1298828125,3296219904,2018-07-04,6550.8701171875,6771.919921875,6450.4599609375,6597.5498046875,6597.5498046875,4176689920,440.419921875,positive
2018-06-28,0.0105028328611898,0.9601586402266288,0.0293286118980169,0.0499181303116147,706,2018-06-28,6153.16015625,6170.41015625,5873.0498046875,5903.43994140625,5903.43994140625,3467800064,2018-07-05,6599.7099609375,6749.5400390625,6546.64990234375,6639.14013671875,6639.14013671875,4999240192,735.7001953125,positive
2018-06-29,0.0096170212765957,0.9648523936170212,0.0255292553191489,0.0437421542553191,752,2018-06-29,5898.1298828125,6261.66015625,5835.75,6218.2998046875,6218.2998046875,3966230016,2018-07-06,6638.68994140625,6700.93994140625,6533.5498046875,6673.5,6673.5,4313959936,455.2001953125,positive
2018-06-30,0.0087578231292517,0.9679074829931972,0.0233333333333333,0.0389308843537415,735,2018-06-30,6214.22021484375,6465.509765625,6214.22021484375,6404.0,6404.0,4543860224,2018-07-07,6668.7099609375,6863.990234375,6579.240234375,6856.93017578125,6856.93017578125,3961080064,452.93017578125,positive
2018-07-01,0.0072193103448275,0.9721310344827586,0.0206496551724137,0.0341547586206896,725,2018-07-01,6411.68017578125,6432.85009765625,6289.2900390625,6385.81982421875,6385.81982421875,4788259840,2018-07-08,6857.7998046875,6885.91015625,6747.97998046875,6773.8798828125,6773.8798828125,3386210048,388.06005859375,positive
2018-07-02,0.0074975961538461,0.9722644230769232,0.0202391826923076,0.0360884615384615,832,2018-07-02,6380.3798828125,6683.85986328125,6305.7001953125,6614.18017578125,6614.18017578125,4396930048,2018-07-09,6775.080078125,6838.68017578125,6724.33984375,6741.75,6741.75,3718129920,127.56982421875,positive
2018-07-03,0.0078730366492146,0.970160994764398,0.0219620418848167,0.0423833769633507,764,2018-07-03,6596.66015625,6671.3701171875,6447.75,6529.58984375,6529.58984375,4672309760,2018-07-10,6739.2099609375,6767.740234375,6320.72021484375,6329.9501953125,6329.9501953125,4052430080,199.6396484375,negative
2018-07-04,0.0077127516778523,0.9700644295302012,0.0222241610738255,0.0433504697986577,745,2018-07-04,6550.8701171875,6771.919921875,6450.4599609375,6597.5498046875,6597.5498046875,4176689920,2018-07-11,6330.77001953125,6444.9599609375,6330.47021484375,6394.7099609375,6394.7099609375,3644859904,202.83984375,negative
2018-07-05,0.0099623188405797,0.966504347826087,0.023531884057971,0.0400289855072463,690,2018-07-05,6599.7099609375,6749.5400390625,6546.64990234375,6639.14013671875,6639.14013671875,4999240192,2018-07-12,6396.77978515625,6397.10009765625,6136.419921875,6228.81005859375,6228.81005859375,3770170112,410.330078125,negative
2018-07-06,0.011116923076923,0.9625,0.0263830769230769,0.0438695384615384,650,2018-07-06,6638.68994140625,6700.93994140625,6533.5498046875,6673.5,6673.5,4313959936,2018-07-13,6235.02978515625,6310.5498046875,6192.240234375,6238.0498046875,6238.0498046875,3805400064,435.4501953125,negative
2018-07-07,0.0089935483870967,0.9663258064516128,0.0246774193548387,0.0429538709677419,620,2018-07-07,6668.7099609375,6863.990234375,6579.240234375,6856.93017578125,6856.93017578125,3961080064,2018-07-14,6247.5,6298.18994140625,6212.22021484375,6276.1201171875,6276.1201171875,2923670016,580.81005859375,negative
2018-07-08,0.007001512859304,0.9716111951588502,0.0213872919818456,0.0388969742813918,661,2018-07-08,6857.7998046875,6885.91015625,6747.97998046875,6773.8798828125,6773.8798828125,3386210048,2018-07-15,6272.7001953125,6403.4599609375,6256.509765625,6359.64013671875,6359.64013671875,3285459968,414.23974609375,negative
2018-07-09,0.011414710485133,0.9679139280125196,0.0206666666666666,0.0265830985915492,639,2018-07-09,6775.080078125,6838.68017578125,6724.33984375,6741.75,6741.75,3718129920,2018-07-16,6357.009765625,6741.75,6357.009765625,6741.75,6741.75,4725799936,0.0,negative
2018-07-10,0.0100582089552238,0.971379104477612,0.0185597014925373,0.0260886567164179,670,2018-07-10,6739.2099609375,6767.740234375,6320.72021484375,6329.9501953125,6329.9501953125,4052430080,2018-07-17,6739.64990234375,7387.240234375,6684.169921875,7321.0400390625,7321.0400390625,5961950208,991.08984375,positive
2018-07-11,0.0088228228228228,0.9721636636636636,0.0190195195195195,0.0258301801801801,666,2018-07-11,6330.77001953125,6444.9599609375,6330.47021484375,6394.7099609375,6394.7099609375,3644859904,2018-07-18,7315.31982421875,7534.990234375,7280.47021484375,7370.77978515625,7370.77978515625,6103410176,976.06982421875,positive
2018-07-12,0.0084671532846715,0.9651423357664234,0.0263844282238442,0.0485739659367396,822,2018-07-12,6396.77978515625,6397.10009765625,6136.419921875,6228.81005859375,6228.81005859375,3770170112,2018-07-19,7378.2001953125,7494.4599609375,7295.4599609375,7466.85986328125,7466.85986328125,5111629824,1238.0498046875,positive
2018-07-13,0.0069811866859623,0.9659696092619392,0.0270463096960926,0.060405499276411,691,2018-07-13,6235.02978515625,6310.5498046875,6192.240234375,6238.0498046875,6238.0498046875,3805400064,2018-07-20,7467.39990234375,7594.669921875,7323.259765625,7354.1298828125,7354.1298828125,4936869888,1116.080078125,positive
2018-07-14,0.0089642857142857,0.9668671428571428,0.0241642857142857,0.0379702857142857,700,2018-07-14,6247.5,6298.18994140625,6212.22021484375,6276.1201171875,6276.1201171875,2923670016,2018-07-21,7352.72021484375,7437.64013671875,7262.41015625,7419.2900390625,7419.2900390625,3726609920,1143.169921875,positive
2018-07-15,0.0066816143497757,0.9722675635276532,0.021050822122571,0.0416671150971599,669,2018-07-15,6272.7001953125,6403.4599609375,6256.509765625,6359.64013671875,6359.64013671875,3285459968,2018-07-22,7417.7998046875,7537.9501953125,7383.81982421875,7418.490234375,7418.490234375,3695460096,1058.85009765625,positive
2018-07-16,0.0088451443569553,0.9641325459317583,0.027018372703412,0.0462801837270341,762,2018-07-16,6357.009765625,6741.75,6357.009765625,6741.75,6741.75,4725799936,2018-07-23,7414.7099609375,7771.5,7409.10009765625,7711.10986328125,7711.10986328125,5132480000,969.35986328125,positive
2018-07-17,0.0088052995391705,0.9607695852534562,0.0304262672811059,0.0652117511520737,868,2018-07-17,6739.64990234375,7387.240234375,6684.169921875,7321.0400390625,7321.0400390625,5961950208,2018-07-24,7716.509765625,8424.26953125,7705.5,8424.26953125,8424.26953125,7277689856,1103.2294921875,positive
2018-07-18,0.0108057803468208,0.9613109826589596,0.0278763005780346,0.0473990751445086,865,2018-07-18,7315.31982421875,7534.990234375,7280.47021484375,7370.77978515625,7370.77978515625,6103410176,2018-07-25,8379.66015625,8416.8701171875,8086.35986328125,8181.39013671875,8181.39013671875,5845400064,810.6103515625,positive
2018-07-19,0.0075724043715846,0.9699863387978142,0.0224371584699453,0.0495251366120218,732,2018-07-19,7378.2001953125,7494.4599609375,7295.4599609375,7466.85986328125,7466.85986328125,5111629824,2018-07-26,8176.85009765625,8290.330078125,7878.7099609375,7951.580078125,7951.580078125,4899089920,484.72021484375,positive
2018-07-20,0.0090483028720626,0.971083550913838,0.0198655352480417,0.0303929503916449,766,2018-07-20,7467.39990234375,7594.669921875,7323.259765625,7354.1298828125,7354.1298828125,4936869888,2018-07-27,7950.39990234375,8262.66015625,7839.759765625,8165.009765625,8165.009765625,5195879936,810.8798828125,positive
2018-07-21,0.0088434782608695,0.9668144927536232,0.0243376811594202,0.0425969565217391,690,2018-07-21,7352.72021484375,7437.64013671875,7262.41015625,7419.2900390625,7419.2900390625,3726609920,2018-07-28,8169.06005859375,8222.849609375,8110.77001953125,8192.150390625,8192.150390625,3988750080,772.8603515625,positive
2018-07-22,0.0113148936170212,0.9603787234042552,0.028304964539007,0.0416948936170212,705,2018-07-22,7417.7998046875,7537.9501953125,7383.81982421875,7418.490234375,7418.490234375,3695460096,2018-07-29,8205.8203125,8272.259765625,8141.18017578125,8218.4599609375,8218.4599609375,4107190016,799.9697265625,positive
2018-07-23,0.010204406364749,0.9597870257037944,0.0300073439412484,0.0578,817,2018-07-23,7414.7099609375,7771.5,7409.10009765625,7711.10986328125,7711.10986328125,5132480000,2018-07-30,8221.580078125,8235.5,7917.5,8180.47998046875,8180.47998046875,5551400000,469.3701171875,positive
2018-07-24,0.0098739495798319,0.9577779111644658,0.0323421368547418,0.0640280912364946,833,2018-07-24,7716.509765625,8424.26953125,7705.5,8424.26953125,8424.26953125,7277689856,2018-07-31,8181.2001953125,8181.52978515625,7696.93017578125,7780.43994140625,7780.43994140625,5287530000,643.82958984375,negative
2018-07-25,0.0100087719298245,0.9600538847117795,0.0299235588972431,0.0627983709273183,798,2018-07-25,8379.66015625,8416.8701171875,8086.35986328125,8181.39013671875,8181.39013671875,5845400064,2018-08-01,7769.0400390625,7769.0400390625,7504.9501953125,7624.91015625,7624.91015625,4797620000,556.47998046875,negative
2018-07-26,0.0100451127819548,0.961563909774436,0.0283872180451127,0.0517758145363408,798,2018-07-26,8176.85009765625,8290.330078125,7878.7099609375,7951.580078125,7951.580078125,4899089920,2018-08-02,7634.18994140625,7712.77001953125,7523.43994140625,7567.14990234375,7567.14990234375,4214110000,384.43017578125,negative
2018-07-27,0.0093925,0.96417125,0.02643125,0.050080625,800,2018-07-27,7950.39990234375,8262.66015625,7839.759765625,8165.009765625,8165.009765625,5195879936,2018-08-03,7562.14013671875,7562.14013671875,7328.64990234375,7434.39013671875,7434.39013671875,4627150000,730.61962890625,negative
2018-07-28,0.0101240875912408,0.9623795620437956,0.0274890510948905,0.0506859854014598,685,2018-07-28,8169.06005859375,8222.849609375,8110.77001953125,8192.150390625,8192.150390625,3988750080,2018-08-04,7438.669921875,7497.490234375,6984.06982421875,7032.85009765625,7032.85009765625,4268390000,1159.30029296875,negative
2018-07-29,0.0079862804878048,0.9644253048780488,0.0275853658536585,0.0552368902439024,656,2018-07-29,8205.8203125,8272.259765625,8141.18017578125,8218.4599609375,8218.4599609375,4107190016,2018-08-05,7031.080078125,7102.77001953125,6940.7001953125,7068.47998046875,7068.47998046875,3679110000,1149.97998046875,negative
2018-07-30,0.0109440104166666,0.9631471354166666,0.0259036458333333,0.0443914062499999,768,2018-07-30,8221.580078125,8235.5,7917.5,8180.47998046875,8180.47998046875,5551400000,2018-08-06,7062.93994140625,7166.5498046875,6890.5400390625,6951.7998046875,6951.7998046875,3925900000,1228.68017578125,negative
2018-07-31,0.037677933784018,0.8774229849193967,0.0848981452591437,0.1519125671693534,28845,2018-07-31,8181.2001953125,8181.52978515625,7696.93017578125,7780.43994140625,7780.43994140625,5287530000,2018-08-07,6958.31982421875,7146.56005859375,6748.240234375,6753.1201171875,6753.1201171875,4682800000,1027.31982421875,negative
2018-08-01,0.032056127604949,0.8764459345041379,0.091469286865321,0.1839817551143036,36613,2018-08-01,7769.0400390625,7769.0400390625,7504.9501953125,7624.91015625,7624.91015625,4797620000,2018-08-08,6746.85009765625,6746.85009765625,6226.22021484375,6305.7998046875,6305.7998046875,5064430000,1319.1103515625,negative
2018-08-02,0.0304373151374937,0.8823460918967991,0.087215655840923,0.1664055466073154,34147,2018-08-02,7634.18994140625,7712.77001953125,7523.43994140625,7567.14990234375,7567.14990234375,4214110000,2018-08-09,6305.56005859375,6625.72998046875,6249.06982421875,6568.22998046875,6568.22998046875,4267040000,998.919921875,negative
2018-08-03,0.0326275953136852,0.8814471103868738,0.085899109375439,0.1663976456044728,35593,2018-08-03,7562.14013671875,7562.14013671875,7328.64990234375,7434.39013671875,7434.39013671875,4627150000,2018-08-10,6571.419921875,6591.259765625,6124.52001953125,6184.7099609375,6184.7099609375,4528680000,1249.68017578125,negative
2018-08-04,0.0069812949640287,0.9669079136690648,0.0261136690647482,0.0630063309352518,695,2018-08-04,7438.669921875,7497.490234375,6984.06982421875,7032.85009765625,7032.85009765625,4268390000,2018-08-11,6185.7900390625,6455.740234375,6109.02978515625,6295.72998046875,6295.72998046875,4047850000,737.1201171875,negative
